Gate_ID,Material,Location,Height (ft),Width (ft),Opening_Mechanism,Security_Features,Use_Case,Budget,Climate_Suitability,Parking_Space,Cable_Layout,Storage_Space
2321,Glass,Outdoor,7.2,11.0,Automatic,Simple Latch,Commercial,Low,Hot,No,None,None
2322,Wood,Outdoor,9.8,19.7,Automatic,Reinforced,Residential,Low,All,Yes,Underground,Medium
2323,Wood,Outdoor,5.7,6.3,Folding,Advanced Lock,Commercial,Low,Humid,Yes,Overhead,None
2324,Composite,Outdoor,7.9,13.8,Folding,Simple Latch,Commercial,Low,Cold,Yes,Underground,Small
2325,Glass,Outdoor,6.0,12.8,Swinging,Advanced Lock,Industrial,Low,Humid,Yes,Underground,None
2326,Metal,Indoor,9.0,12.6,Sliding,Simple Latch,Residential,Medium,Humid,Yes,None,Large
2327,Wood,Indoor,8.9,13.5,Swinging,Reinforced,Commercial,Low,Cold,No,Overhead,Large
2328,Glass,Indoor,5.6,11.5,Automatic,Simple Latch,Residential,Low,Humid,Yes,Underground,Small
2329,Glass,Outdoor,9.6,3.3,Swinging,Simple Latch,Industrial,Low,Humid,No,Overhead,None
2330,Wood,Outdoor,6.0,18.3,Sliding,Reinforced,Residential,Medium,Hot,No,Overhead,None
2331,Composite,Outdoor,8.1,17.1,Swinging,Reinforced,Residential,Medium,Cold,No,None,Small
2332,Wood,Outdoor,9.9,6.0,Sliding,Standard Lock,Residential,Low,All,No,Underground,Medium
2333,Wood,Indoor,9.4,10.0,Sliding,Standard Lock,Residential,High,All,No,Underground,Large
2334,Metal,Indoor,9.8,16.1,Automatic,Reinforced,Residential,Low,All,Yes,None,Large
2335,Metal,Indoor,6.7,19.7,Sliding,Simple Latch,Residential,High,Humid,No,None,None
2336,Composite,Indoor,5.5,19.2,Folding,Advanced Lock,Residential,High,Cold,Yes,Underground,Small
2337,Glass,Indoor,5.9,18.3,Swinging,Reinforced,Commercial,Low,All,Yes,None,Small
2338,Wood,Indoor,7.5,5.7,Swinging,Advanced Lock,Commercial,High,Humid,Yes,Underground,None
2339,Composite,Outdoor,9.0,18.5,Folding,Standard Lock,Residential,Medium,All,Yes,Overhead,Medium
2340,Metal,Outdoor,5.8,17.9,Folding,Standard Lock,Residential,Low,Hot,No,Overhead,Small
2341,Wood,Indoor,8.3,9.4,Automatic,Reinforced,Commercial,Medium,Humid,Yes,None,Small
2342,Glass,Outdoor,6.6,9.7,Swinging,Reinforced,Industrial,Medium,All,Yes,Overhead,Medium
2343,Metal,Indoor,6.7,10.8,Folding,Simple Latch,Commercial,Low,Humid,Yes,Underground,Small
2344,Metal,Indoor,8.3,14.2,Automatic,Standard Lock,Industrial,Low,Cold,No,Overhead,None
2345,Metal,Outdoor,7.3,7.4,Swinging,Standard Lock,Residential,Low,Humid,No,Overhead,Large
2346,Composite,Indoor,9.1,3.4,Swinging,Reinforced,Residential,Medium,Cold,Yes,Overhead,Large
2347,Glass,Indoor,5.8,5.4,Folding,Advanced Lock,Commercial,Low,All,Yes,Underground,None
2348,Wood,Indoor,8.9,10.5,Sliding,Simple Latch,Commercial,Medium,Hot,No,None,None
2349,Composite,Outdoor,5.3,7.8,Sliding,Reinforced,Commercial,High,All,Yes,Underground,None
2350,Composite,Outdoor,6.0,16.0,Folding,Advanced Lock,Residential,Low,All,No,None,Medium
2351,Composite,Outdoor,8.3,4.8,Sliding,Simple Latch,Commercial,Medium,Cold,No,Overhead,None
2352,Metal,Outdoor,9.3,18.6,Swinging,Advanced Lock,Commercial,Low,All,No,Overhead,Medium
2353,Glass,Indoor,6.3,18.2,Automatic,Simple Latch,Industrial,Medium,Humid,No,Overhead,Medium
2354,Composite,Outdoor,6.6,18.4,Automatic,Simple Latch,Residential,Medium,Cold,Yes,Underground,None
2355,Wood,Outdoor,7.7,15.6,Folding,Simple Latch,Residential,High,Hot,No,Overhead,None
2356,Glass,Outdoor,6.1,4.8,Automatic,Standard Lock,Residential,Low,Humid,Yes,Underground,Small
2357,Wood,Indoor,9.1,10.4,Folding,Reinforced,Commercial,Medium,Hot,Yes,Underground,Small
2358,Glass,Outdoor,8.9,5.2,Sliding,Standard Lock,Residential,Low,All,Yes,None,Large
2359,Wood,Outdoor,5.7,19.8,Swinging,Standard Lock,Commercial,Medium,Hot,No,None,Medium
2360,Metal,Indoor,7.3,8.7,Sliding,Simple Latch,Industrial,High,All,No,None,Medium
2361,Composite,Indoor,8.9,13.0,Folding,Reinforced,Residential,Medium,Humid,Yes,None,Medium
2362,Wood,Indoor,6.7,16.2,Swinging,Reinforced,Industrial,Medium,Humid,No,Underground,Large
2363,Glass,Indoor,8.2,18.7,Swinging,Reinforced,Industrial,Low,Cold,No,Underground,Medium
2364,Composite,Outdoor,5.3,15.8,Swinging,Reinforced,Residential,High,Humid,Yes,None,Large
2365,Composite,Indoor,8.0,14.5,Sliding,Simple Latch,Residential,Medium,All,Yes,None,Medium
2366,Glass,Outdoor,5.8,10.9,Swinging,Reinforced,Commercial,Low,Cold,Yes,None,Large
2367,Wood,Outdoor,9.2,13.3,Sliding,Advanced Lock,Industrial,Medium,All,No,None,Large
2368,Metal,Outdoor,6.8,4.6,Sliding,Advanced Lock,Industrial,Low,Hot,No,None,Small
2369,Metal,Outdoor,6.4,18.0,Swinging,Standard Lock,Commercial,High,Cold,No,None,None
2370,Wood,Outdoor,9.2,12.2,Folding,Simple Latch,Residential,High,All,Yes,None,Large
2371,Composite,Indoor,5.3,3.7,Swinging,Standard Lock,Industrial,Low,All,No,Overhead,None
2372,Composite,Outdoor,7.0,18.6,Swinging,Standard Lock,Commercial,High,Humid,No,None,Medium
2373,Composite,Outdoor,6.9,11.3,Sliding,Reinforced,Industrial,Low,Cold,No,None,None
2374,Composite,Outdoor,6.4,17.8,Swinging,Advanced Lock,Industrial,Low,All,Yes,Underground,Medium
2375,Wood,Indoor,9.6,17.6,Folding,Advanced Lock,Commercial,High,Humid,Yes,None,None
2376,Composite,Outdoor,8.8,16.9,Swinging,Reinforced,Industrial,High,Hot,No,None,Large
2377,Glass,Outdoor,5.3,4.0,Folding,Reinforced,Commercial,Low,Cold,Yes,None,Large
2378,Composite,Indoor,8.6,7.2,Automatic,Simple Latch,Commercial,Low,Cold,Yes,Underground,Small
2379,Metal,Outdoor,7.6,17.9,Automatic,Advanced Lock,Industrial,High,Cold,No,Underground,Large
2380,Composite,Outdoor,9.5,18.3,Automatic,Standard Lock,Industrial,High,Cold,Yes,Overhead,None
2381,Wood,Indoor,6.6,10.8,Swinging,Standard Lock,Residential,Low,All,Yes,Underground,None
2382,Metal,Outdoor,7.9,10.5,Sliding,Simple Latch,Residential,Low,Hot,Yes,Underground,Small
2383,Wood,Outdoor,7.5,6.0,Folding,Advanced Lock,Industrial,Low,Humid,No,Overhead,Medium
2384,Wood,Outdoor,7.4,19.5,Automatic,Reinforced,Residential,High,All,Yes,Underground,None
2385,Metal,Outdoor,7.3,6.6,Folding,Standard Lock,Residential,Medium,All,Yes,Overhead,None
2386,Wood,Outdoor,6.0,6.2,Sliding,Advanced Lock,Commercial,Low,Cold,No,Overhead,Small
2387,Wood,Indoor,8.8,14.2,Folding,Advanced Lock,Industrial,Medium,All,Yes,Underground,Large
2388,Composite,Indoor,7.3,7.1,Folding,Advanced Lock,Residential,High,Hot,Yes,Underground,Medium
2389,Glass,Indoor,9.8,19.0,Automatic,Reinforced,Residential,Medium,All,Yes,Overhead,None
2390,Wood,Outdoor,6.3,3.2,Folding,Standard Lock,Residential,Medium,All,Yes,Overhead,None
2391,Wood,Outdoor,8.4,3.1,Automatic,Reinforced,Industrial,Low,Humid,No,Overhead,Large
2392,Wood,Outdoor,9.7,11.6,Sliding,Advanced Lock,Commercial,Medium,All,Yes,Overhead,Large
2393,Composite,Indoor,8.3,11.3,Automatic,Advanced Lock,Industrial,High,Hot,Yes,Underground,None
2394,Glass,Outdoor,9.4,5.8,Folding,Standard Lock,Commercial,Low,Cold,No,None,Medium
2395,Metal,Outdoor,9.1,11.4,Sliding,Standard Lock,Residential,Medium,Cold,No,Overhead,Small
2396,Composite,Outdoor,6.8,10.0,Swinging,Reinforced,Industrial,Medium,Hot,No,Underground,Small
2397,Composite,Indoor,8.0,18.1,Swinging,Reinforced,Commercial,Medium,Cold,Yes,Overhead,Small
2398,Glass,Indoor,5.8,3.2,Sliding,Reinforced,Residential,Medium,Cold,No,None,Small
2399,Glass,Outdoor,7.7,19.6,Sliding,Advanced Lock,Residential,Low,All,Yes,Underground,None
2400,Composite,Outdoor,6.2,13.6,Folding,Standard Lock,Industrial,Low,Hot,No,Underground,None
2401,Metal,Outdoor,8.7,5.6,Swinging,Simple Latch,Commercial,Low,Humid,No,None,Small
2402,Composite,Indoor,7.6,3.8,Sliding,Standard Lock,Residential,High,All,Yes,None,Small
2403,Glass,Indoor,7.1,12.1,Swinging,Standard Lock,Residential,High,Hot,Yes,Underground,Medium
2404,Metal,Indoor,6.3,7.0,Swinging,Standard Lock,Residential,Low,All,No,None,None
2405,Glass,Outdoor,10.0,8.1,Folding,Simple Latch,Commercial,Low,Hot,Yes,Underground,Large
2406,Metal,Indoor,5.4,7.2,Sliding,Reinforced,Commercial,High,Cold,No,None,Medium
2407,Wood,Outdoor,5.2,14.1,Automatic,Simple Latch,Residential,Medium,Humid,No,Overhead,None
2408,Glass,Outdoor,6.1,12.4,Sliding,Standard Lock,Commercial,Low,All,Yes,Overhead,None
2409,Glass,Indoor,9.9,4.3,Swinging,Standard Lock,Residential,Low,Cold,No,Underground,Large
2410,Composite,Outdoor,9.9,12.0,Automatic,Advanced Lock,Residential,Medium,Hot,No,Underground,Medium
2411,Glass,Indoor,8.3,16.5,Automatic,Standard Lock,Commercial,High,All,Yes,Underground,Large
2412,Glass,Outdoor,9.4,4.4,Swinging,Simple Latch,Commercial,High,Humid,Yes,Overhead,Large
2413,Wood,Outdoor,6.1,18.1,Automatic,Simple Latch,Industrial,Low,Humid,No,Overhead,Medium
2414,Glass,Indoor,9.9,12.8,Automatic,Simple Latch,Industrial,Medium,All,No,Underground,Small
2415,Wood,Outdoor,5.7,19.2,Sliding,Reinforced,Commercial,High,Cold,No,None,Large
2416,Wood,Outdoor,5.5,5.5,Swinging,Advanced Lock,Commercial,Medium,Humid,No,Underground,None
2417,Wood,Outdoor,5.6,19.9,Folding,Reinforced,Commercial,Medium,All,No,Underground,Medium
2418,Wood,Outdoor,7.9,14.0,Automatic,Simple Latch,Commercial,Low,All,No,Underground,Large
2419,Metal,Outdoor,8.9,12.6,Swinging,Reinforced,Residential,Medium,All,No,None,None
2420,Composite,Outdoor,6.8,11.8,Sliding,Advanced Lock,Residential,Medium,Hot,No,Overhead,Small
2421,Metal,Outdoor,9.9,3.4,Sliding,Advanced Lock,Industrial,Medium,Humid,Yes,None,None
2422,Glass,Outdoor,7.2,19.0,Sliding,Advanced Lock,Commercial,Medium,All,Yes,Overhead,Large
2423,Metal,Indoor,5.8,13.9,Automatic,Advanced Lock,Industrial,Medium,Hot,No,Overhead,None
2424,Metal,Indoor,7.3,4.6,Folding,Simple Latch,Commercial,Low,Hot,Yes,None,Small
2425,Glass,Outdoor,8.4,3.4,Sliding,Standard Lock,Commercial,High,Hot,Yes,Overhead,None
2426,Glass,Outdoor,9.2,3.9,Folding,Simple Latch,Commercial,High,Cold,No,None,None
2427,Glass,Indoor,7.3,13.4,Swinging,Simple Latch,Residential,Medium,Cold,Yes,Overhead,None
2428,Metal,Outdoor,8.0,13.4,Sliding,Simple Latch,Industrial,Low,All,Yes,Underground,Large
2429,Metal,Indoor,6.3,11.5,Automatic,Simple Latch,Commercial,Low,Cold,Yes,Overhead,Small
2430,Glass,Indoor,8.2,8.2,Sliding,Reinforced,Industrial,Medium,Humid,Yes,None,Large
2431,Composite,Indoor,9.9,12.0,Automatic,Advanced Lock,Industrial,Medium,Humid,Yes,Overhead,Small
2432,Composite,Outdoor,5.2,11.8,Swinging,Standard Lock,Residential,High,All,No,Underground,Large
2433,Wood,Outdoor,9.4,3.3,Folding,Standard Lock,Residential,High,All,No,None,Medium
2434,Glass,Outdoor,7.8,7.8,Folding,Standard Lock,Commercial,High,Humid,Yes,Underground,Large
2435,Wood,Indoor,6.3,3.9,Folding,Simple Latch,Industrial,Medium,All,No,Underground,Small
2436,Composite,Indoor,9.8,18.3,Sliding,Advanced Lock,Residential,High,All,Yes,Underground,None
2437,Wood,Indoor,7.4,15.3,Sliding,Advanced Lock,Industrial,Low,All,Yes,None,Small
2438,Glass,Outdoor,6.7,19.9,Swinging,Standard Lock,Industrial,Low,Cold,No,Overhead,Large
2439,Glass,Indoor,5.9,8.1,Folding,Standard Lock,Commercial,Medium,All,Yes,Underground,Large
2440,Glass,Indoor,6.2,17.9,Swinging,Simple Latch,Industrial,Medium,All,Yes,None,Large
2441,Metal,Outdoor,9.2,13.3,Automatic,Standard Lock,Residential,High,Hot,Yes,Overhead,Small
2442,Wood,Indoor,8.1,10.7,Sliding,Simple Latch,Commercial,Low,Hot,No,Overhead,None
2443,Composite,Indoor,9.6,6.8,Folding,Standard Lock,Commercial,High,All,No,None,Medium
2444,Composite,Outdoor,6.2,15.6,Sliding,Advanced Lock,Commercial,Low,Cold,No,None,Medium
2445,Composite,Outdoor,5.6,18.4,Folding,Advanced Lock,Residential,High,Hot,No,Overhead,None
2446,Metal,Indoor,5.0,7.0,Folding,Advanced Lock,Commercial,Medium,Hot,Yes,Overhead,Medium
2447,Metal,Outdoor,7.5,6.0,Sliding,Reinforced,Industrial,Low,All,No,Underground,None
2448,Glass,Indoor,10.0,14.8,Sliding,Standard Lock,Commercial,Low,Cold,No,Overhead,Small
2449,Composite,Outdoor,8.5,19.6,Swinging,Reinforced,Residential,Low,All,Yes,Underground,Small
2450,Metal,Indoor,6.5,15.7,Sliding,Advanced Lock,Residential,High,Hot,No,Underground,None
2451,Glass,Outdoor,9.4,7.8,Sliding,Standard Lock,Commercial,High,Cold,Yes,Overhead,Medium
2452,Composite,Indoor,8.9,10.1,Sliding,Reinforced,Industrial,High,All,Yes,None,Medium
2453,Wood,Outdoor,5.1,9.5,Automatic,Advanced Lock,Residential,Low,Humid,Yes,Overhead,Small
2454,Glass,Outdoor,9.1,17.5,Automatic,Advanced Lock,Residential,Medium,Hot,No,Underground,Small
2455,Metal,Outdoor,6.5,16.1,Automatic,Standard Lock,Residential,High,All,Yes,Overhead,None
2456,Metal,Outdoor,5.7,13.0,Swinging,Standard Lock,Commercial,Low,Cold,No,Overhead,None
2457,Glass,Outdoor,6.1,7.7,Swinging,Simple Latch,Residential,High,Humid,No,None,Small
2458,Glass,Outdoor,7.3,18.9,Folding,Standard Lock,Residential,Low,All,No,Underground,Small
2459,Metal,Outdoor,7.1,14.1,Swinging,Advanced Lock,Residential,Low,All,Yes,Underground,Small
2460,Wood,Indoor,6.4,19.5,Sliding,Simple Latch,Commercial,High,Hot,Yes,Underground,Small
2461,Composite,Indoor,5.9,12.9,Folding,Simple Latch,Residential,Low,All,No,Underground,Medium
2462,Wood,Outdoor,8.8,17.0,Sliding,Standard Lock,Residential,High,Humid,No,None,Small
2463,Glass,Outdoor,10.0,16.8,Folding,Advanced Lock,Commercial,Low,All,Yes,None,Large
2464,Wood,Indoor,8.9,8.7,Swinging,Reinforced,Commercial,Medium,Hot,Yes,Underground,Small
2465,Metal,Indoor,6.5,19.4,Automatic,Advanced Lock,Industrial,Medium,Humid,Yes,Overhead,Small
2466,Glass,Outdoor,6.2,3.4,Sliding,Advanced Lock,Residential,Medium,Humid,Yes,Underground,Medium
2467,Composite,Indoor,6.1,16.1,Folding,Standard Lock,Commercial,Medium,Hot,Yes,Overhead,Medium
2468,Metal,Indoor,5.7,19.4,Automatic,Reinforced,Industrial,High,Cold,No,Underground,Small
2469,Metal,Outdoor,7.8,8.8,Sliding,Simple Latch,Residential,Low,Humid,No,None,Small
2470,Composite,Outdoor,8.0,14.0,Sliding,Reinforced,Commercial,Low,Cold,No,None,Large
2471,Composite,Outdoor,8.5,12.6,Automatic,Standard Lock,Commercial,Medium,Humid,Yes,Underground,Medium
2472,Wood,Indoor,8.4,15.9,Swinging,Advanced Lock,Residential,Medium,Humid,Yes,Overhead,None
2473,Glass,Outdoor,6.5,17.7,Automatic,Advanced Lock,Residential,Low,Hot,No,Overhead,None
2474,Composite,Outdoor,6.7,13.3,Swinging,Reinforced,Industrial,Low,All,No,Overhead,Medium
2475,Composite,Indoor,8.4,16.9,Folding,Reinforced,Residential,Low,Humid,Yes,None,None
2476,Glass,Outdoor,6.7,8.3,Swinging,Standard Lock,Residential,Medium,All,Yes,Overhead,Small
2477,Composite,Indoor,6.1,6.9,Folding,Reinforced,Residential,Low,Humid,No,Overhead,Small
2478,Composite,Indoor,6.9,10.3,Folding,Standard Lock,Commercial,Medium,Cold,No,Overhead,None
2479,Wood,Indoor,6.4,14.5,Folding,Simple Latch,Industrial,Medium,All,No,None,Large
2480,Metal,Indoor,5.4,6.2,Folding,Reinforced,Industrial,Medium,Cold,Yes,Underground,None
2481,Metal,Indoor,9.2,14.6,Sliding,Advanced Lock,Industrial,Low,All,Yes,None,Large
2482,Metal,Indoor,9.3,9.7,Folding,Reinforced,Commercial,Medium,All,No,None,None
2483,Metal,Outdoor,6.1,16.5,Sliding,Advanced Lock,Residential,High,Cold,Yes,Underground,Large
2484,Composite,Outdoor,5.3,3.6,Sliding,Simple Latch,Commercial,Low,Hot,No,Underground,Large
2485,Glass,Outdoor,8.7,14.4,Folding,Simple Latch,Industrial,Low,Cold,No,Overhead,Large
2486,Glass,Indoor,6.1,14.0,Swinging,Reinforced,Residential,Low,Hot,Yes,Overhead,Small
2487,Wood,Outdoor,7.0,19.0,Swinging,Standard Lock,Residential,Low,Hot,No,Underground,None
2488,Wood,Indoor,5.3,15.1,Automatic,Advanced Lock,Industrial,Medium,All,No,Overhead,Small
2489,Composite,Outdoor,6.1,16.5,Sliding,Simple Latch,Residential,High,Cold,No,Underground,Medium
2490,Glass,Indoor,9.0,18.4,Sliding,Reinforced,Commercial,Medium,Humid,No,Overhead,Medium
2491,Glass,Outdoor,9.0,14.5,Swinging,Simple Latch,Industrial,High,Humid,Yes,None,Medium
2492,Metal,Indoor,6.0,7.9,Sliding,Reinforced,Commercial,Low,Cold,Yes,Overhead,Small
2493,Composite,Outdoor,6.7,17.8,Swinging,Advanced Lock,Residential,Medium,Humid,No,Underground,Medium
2494,Composite,Indoor,5.7,15.7,Automatic,Reinforced,Industrial,Medium,Hot,No,Underground,Medium
2495,Metal,Outdoor,5.4,10.2,Folding,Advanced Lock,Residential,Medium,Cold,Yes,None,Large
2496,Composite,Indoor,10.0,15.1,Folding,Simple Latch,Industrial,High,Hot,Yes,Overhead,None
2497,Composite,Outdoor,8.3,17.8,Folding,Advanced Lock,Industrial,High,All,No,Underground,Large
2498,Wood,Outdoor,7.7,19.6,Automatic,Advanced Lock,Industrial,Low,Cold,No,Overhead,None
2499,Glass,Outdoor,8.8,19.2,Sliding,Standard Lock,Industrial,Medium,Humid,No,Underground,Medium
2500,Composite,Indoor,9.2,8.5,Automatic,Simple Latch,Industrial,Low,Humid,Yes,Overhead,Large
2501,Wood,Indoor,9.0,10.2,Sliding,Advanced Lock,Residential,High,Hot,Yes,None,Medium
2502,Glass,Indoor,5.1,4.9,Sliding,Standard Lock,Industrial,Low,All,Yes,Overhead,Large
2503,Metal,Indoor,5.9,7.2,Folding,Standard Lock,Commercial,Medium,Humid,Yes,Overhead,None
2504,Wood,Indoor,8.3,18.0,Swinging,Advanced Lock,Industrial,Medium,Humid,Yes,Underground,Small
2505,Wood,Outdoor,6.9,9.1,Swinging,Reinforced,Commercial,High,All,Yes,Overhead,Small
2506,Glass,Indoor,9.9,13.5,Folding,Advanced Lock,Residential,High,Hot,Yes,Underground,Small
2507,Metal,Outdoor,8.3,14.3,Sliding,Reinforced,Industrial,Low,Hot,Yes,Underground,Medium
2508,Wood,Outdoor,9.8,16.3,Automatic,Advanced Lock,Industrial,Medium,All,Yes,Overhead,Medium
2509,Composite,Indoor,6.0,6.1,Folding,Simple Latch,Commercial,Low,All,Yes,Underground,Medium
2510,Composite,Outdoor,9.3,8.2,Folding,Standard Lock,Industrial,High,Hot,No,None,Large
2511,Composite,Indoor,6.6,10.6,Automatic,Advanced Lock,Residential,High,Cold,Yes,Overhead,Medium
2512,Metal,Indoor,9.9,9.2,Sliding,Advanced Lock,Residential,Low,Hot,Yes,None,None
2513,Wood,Indoor,5.8,19.7,Folding,Advanced Lock,Industrial,Medium,Cold,No,Overhead,Medium
2514,Composite,Outdoor,7.6,17.2,Folding,Reinforced,Commercial,High,Cold,No,Underground,Small
2515,Metal,Indoor,9.0,11.2,Sliding,Simple Latch,Residential,Low,Cold,No,None,Medium
2516,Composite,Indoor,7.2,17.9,Automatic,Simple Latch,Industrial,Medium,Hot,Yes,None,None
2517,Glass,Indoor,7.3,8.9,Automatic,Advanced Lock,Commercial,Low,All,Yes,Underground,Large
2518,Wood,Outdoor,9.9,16.4,Swinging,Standard Lock,Commercial,High,Cold,Yes,Overhead,None
2519,Wood,Indoor,7.1,6.8,Swinging,Standard Lock,Residential,Medium,All,No,Overhead,None
2520,Metal,Outdoor,8.0,16.1,Automatic,Advanced Lock,Industrial,High,All,No,Overhead,Small
2521,Metal,Outdoor,5.3,10.8,Swinging,Reinforced,Residential,High,Humid,Yes,Overhead,Small
2522,Wood,Indoor,9.2,4.8,Swinging,Standard Lock,Commercial,High,All,No,None,None
2523,Composite,Outdoor,8.2,7.6,Sliding,Simple Latch,Residential,High,Hot,Yes,Underground,Large
2524,Composite,Outdoor,7.0,9.8,Folding,Standard Lock,Industrial,High,Hot,No,Underground,Medium
2525,Glass,Indoor,5.1,15.7,Swinging,Standard Lock,Residential,Low,Cold,No,None,Small
2526,Composite,Indoor,8.0,4.2,Swinging,Advanced Lock,Commercial,High,Hot,Yes,Underground,None
2527,Metal,Indoor,5.1,14.2,Sliding,Standard Lock,Residential,High,Cold,Yes,Underground,Small
2528,Metal,Outdoor,5.0,15.2,Automatic,Advanced Lock,Commercial,High,Hot,Yes,Underground,Medium
2529,Composite,Indoor,8.1,14.1,Swinging,Simple Latch,Commercial,Medium,Cold,No,None,Large
2530,Metal,Outdoor,5.9,15.9,Folding,Standard Lock,Commercial,High,Hot,Yes,None,Medium
2531,Wood,Outdoor,6.0,6.0,Swinging,Advanced Lock,Residential,Medium,Hot,Yes,Underground,Large
2532,Wood,Outdoor,8.3,13.0,Folding,Advanced Lock,Industrial,Low,Cold,No,None,Medium
2533,Composite,Outdoor,5.3,19.0,Automatic,Simple Latch,Commercial,High,All,No,None,Small
2534,Wood,Outdoor,6.6,13.4,Swinging,Standard Lock,Residential,Low,Humid,Yes,None,Medium
2535,Wood,Indoor,5.7,13.4,Folding,Reinforced,Commercial,Low,Hot,No,Overhead,None
2536,Glass,Indoor,7.9,15.5,Folding,Standard Lock,Residential,High,All,Yes,None,Medium
2537,Glass,Outdoor,8.3,8.7,Folding,Advanced Lock,Commercial,Low,Humid,Yes,Overhead,None
2538,Wood,Outdoor,8.6,14.9,Automatic,Advanced Lock,Residential,High,Humid,No,Underground,None
2539,Composite,Indoor,6.3,18.6,Folding,Simple Latch,Commercial,Low,Hot,No,Underground,Small
2540,Glass,Indoor,5.4,3.2,Sliding,Simple Latch,Commercial,Medium,All,Yes,Underground,None
2541,Metal,Outdoor,5.4,17.8,Automatic,Reinforced,Commercial,Medium,Hot,No,None,Small
2542,Metal,Outdoor,7.1,6.7,Folding,Reinforced,Industrial,Medium,Cold,Yes,Overhead,Large
2543,Metal,Indoor,9.7,10.8,Automatic,Advanced Lock,Residential,High,Cold,No,None,Large
2544,Composite,Indoor,6.1,17.5,Automatic,Reinforced,Industrial,Low,Humid,No,Underground,Medium
2545,Wood,Outdoor,6.3,17.0,Sliding,Reinforced,Residential,Medium,Cold,Yes,Overhead,Medium
2546,Metal,Indoor,5.5,18.2,Folding,Reinforced,Commercial,High,All,Yes,None,Small
2547,Composite,Indoor,8.0,19.0,Automatic,Standard Lock,Residential,Medium,Cold,Yes,None,Small
2548,Glass,Outdoor,8.4,10.6,Automatic,Standard Lock,Residential,Medium,Cold,No,Underground,Medium
2549,Wood,Outdoor,8.2,14.2,Folding,Advanced Lock,Commercial,High,All,No,None,Medium
2550,Glass,Outdoor,9.3,9.6,Sliding,Standard Lock,Commercial,Medium,All,Yes,None,Medium
2551,Composite,Indoor,7.4,9.0,Swinging,Reinforced,Commercial,High,Cold,No,Underground,None
2552,Metal,Outdoor,5.7,10.3,Folding,Reinforced,Residential,Medium,All,Yes,Overhead,Large
2553,Metal,Indoor,6.4,15.6,Swinging,Reinforced,Commercial,High,Hot,Yes,None,Medium
2554,Composite,Outdoor,8.3,11.5,Folding,Standard Lock,Commercial,Medium,Cold,Yes,Underground,None
2555,Metal,Outdoor,8.1,16.8,Folding,Simple Latch,Residential,Low,Humid,No,None,Small
2556,Wood,Indoor,7.7,15.7,Automatic,Reinforced,Industrial,Low,All,Yes,Overhead,Medium
2557,Composite,Indoor,8.4,3.3,Folding,Reinforced,Residential,High,All,No,Overhead,Small
